"ITEM_CODE","ITEM_NAME","ITEM_TYPE","ITEM_ADDR","ITEM_PRICE","ITEM_DETAIL","ITEM_STYLE","ITEM_MADEFOR","ITEM_CLEANING"
STON06190109,Polyester Tela With David Light-tc(B&O),outers,/ShoppingMall-WEB/images/outers/Polyester Tela With David Light-tc(B&O)/,1271400,"POLYESTER TELA WITH DAVID LIGHT-TC: 100% 사용전 재생 폴리에스테르 원사로 제작된 경량 캔버스 소재의 후드 재킷. 원사의 삼중 구조는 원단에 실크와 같은 은은한 광택을 선사하며 별모양 단면의 일본산 폴리에스테르/폴리아미드 캔버스 소재인 David Light-TC로 제작된 의상의 무광택 외관과 대비를 이룹니다. 봉제된 의상은 130°C에서 가압 염색 공정을 거치며, 염색 처리 중 과불화탄소 PFC를 함유하지 않은 특수 물질을 첨가하여 안티드롭 기능을 지닙니다.","David Light-TC 소재를 적용한 후드, 앞뒤 상단 및 소매 윗부분. 약간 기울어진 히든 스냅버튼 여밈 사선 포켓. 왼쪽 소매에 Stone Island 배지. 어깨 뒤쪽의 다트. 스냅버튼 여밈의 신축성 있는 커프스. 버튼 또는 지퍼의 이중 여밈 옵션.","의류: 100% 폴리에스터, 코팅: 100% 폴리우레탄수지, 안감 : 100% 나일론","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 천을 대고 다림질하십시오."
STON06190103,Membranan 3L TC(W),outers,/ShoppingMall-WEB/images/outers/Membranan 3L TC(W)/,1116550,"MEMBRANA 3L TC: 무광택 나일론 소재의 외부 레이어를 매우 얇은 폴리에스테르 보호막을 덧댄 통기성과 방수 기능을 지닌 멤브레인으로 코팅한 삼중 구조의 가벼운 기능성 원단, MEMBRANA 3L TC 소재로 제작한 보머 재킷. STONE ISLAND 고유의 노하우가 깃든 가먼트 다이 염색 공정을 거친 의상 외부의 레이어는 유려한 색조를 자아내는 동시에 내부 멤브레인 층의 기능성을 그대로 유지합니다. 염색 공정 중 특수 물질을 첨가하여 안티드롭 기능을 지닙니다.",리브 조직 칼라. 플랩 및 스냅버튼 여밈의 약간 기울어진 사선 포켓. 왼쪽 소매에 Stone Island 배지. 리브 조직으로 마감한 커프스와 밑단. 투웨이 지퍼 여밈.,"겉감: 외부 쉘: 100% 나일론, 코팅: 100% 폴리우레탄수지, 내부: 100% 폴리에스터, 니트 직물 부분: 95% 나일론 5% 폴리우레탄, 겉감 2: 100% 나일론, 코팅: 100% 폴리우레탄수지","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 천을 대고 다림질하십시오."
STON06190106,Panama Tinto Terra,outers,/ShoppingMall-WEB/images/outers/Panama Tinto Terra/,1312150,"PANAMA TINTO TERRA: STONE ISLAND CLOSED LOOP 프로젝트는 자체 생산 체인에서 얻은 코튼 원단 스크랩을 재사용합니다. 생산 공장에서 선별된 스크랩은 재가공되어 최소 50% 이상의 회수 물질을 함유한 새로운 혼합 원사로 재탄생합니다. 이러한 정교한 회수 및 재생 공정을 통해 얻어진 원단은 새로운 의류 제작에 사용됩니다. 폐쇄 루프 재생 코튼 50%, 셀룰로오스에서 추출한 라이오셀 50% 구성의 파나마 직조 원단으로 제작한 재킷. 완성된 의상은 PFC를 함유하지 않은 안티드롭 제제를 첨가한 천연 광물성 염료를 사용하여 가먼트 염색 공정을 거쳐 가공된 듯한 효과를 선사합니다.",버튼 여밈 스트랩 디테일의 라운드 칼라. 가슴 부분에 지퍼 여밈 세로 포켓. 약간 기울어진 스냅버튼 여밈 사선 포켓. 왼쪽 소매에 화이트 컬러의 Stone Island Fabric Research 배지. 신축성 있는 커프스. 동일한 원단으로 가장자리를 마감한 투웨이 지퍼 여밈.,"50% 면 50% 레이온 또는 리오셀","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 천을 대고 다림질하십시오."
STON06190108,Polyester Tela With David Light-tc(B&M),outers,/ShoppingMall-WEB/images/outers/Polyester Tela With David Light-tc(B&M)/,1271400,"POLYESTER TELA WITH DAVID LIGHT-TC: 100% 사용전 재생 폴리에스테르 원사로 제작된 경량 캔버스 소재의 후드 재킷. 원사의 삼중 구조는 원단에 실크와 같은 은은한 광택을 선사하며 별모양 단면의 일본산 폴리에스테르/폴리아미드 캔버스 소재인 David Light-TC로 제작된 의상의 무광택 외관과 대비를 이룹니다. 봉제된 의상은 130°C에서 가압 염색 공정을 거치며, 염색 처리 중 과불화탄소 PFC를 함유하지 않은 특수 물질을 첨가하여 안티드롭 기능을 지닙니다.","David Light-TC 소재를 적용한 후드, 앞뒤 상단 및 소매 윗부분. 약간 기울어진 히든 스냅버튼 여밈 사선 포켓. 왼쪽 소매에 Stone Island 배지. 어깨 뒤쪽의 다트. 스냅버튼 여밈의 신축성 있는 커프스. 버튼 또는 지퍼의 이중 여밈 옵션.","의류: 100% 폴리에스터, 코팅: 100% 폴리우레탄수지, 안감 : 100% 나일론","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 천을 대고 다림질하십시오."
STON06190111,Weatherproof Cotton Canvas_ghost Piece(Black),outers,/ShoppingMall-WEB/images/outers/Weatherproof Cotton Canvas_ghost Piece(Black)/,1157300,"WEATHERPROOF COTTON CANVAS_ GHOST PIECE: 카무플라주 컨셉으로부터 기인한 Ghost 라인 아이템은 완전히 한 가지 컬러로 완성됩니다. Stone Island 배지 또한 의상과 동일한 솔리드 컬러로 특수 제작됩니다. 섬유장이 가장 길고 우수한 최고급 면 섬유로 이루어진 고밀도 코튼 캔버스 소재의 셔츠 재킷. 조밀한 섬유 구조와 물에 젖었을 때 팽창하는 특성이 결합되어 별도의 코팅 또는 라미네이트 처리 없이도 어떠한 기상 조건에서도 완벽한 보호 기능을 제공합니다. 편안한 착용감과 탁월한 촉감을 선사하는 100% 천연 소재입니다. 방풍 기능, 통기성 및 뛰어난 내구성을 지닙니다.",셔츠 칼라. 웰트 포켓. 가슴 부분에 가로 지퍼 여밈 패치 포켓. 왼쪽 소매의 Stone Island Ghost 배지. 스냅버튼 여밈 커프스. 밑단의 밴드 디테일. 옆면의 스냅버튼 여밈 스트랩. 뒷면의 요크. 투웨이 지퍼 여밈.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 단독 세탁 하십시오.; 뒤집어서 세탁하십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 천을 대고 다림질하십시오."
STON06200129,'SCRATCHED PAINT ONE' Print,shirt,/ShoppingMall-WEB/images/shirt/'SCRATCHED PAINT ONE' Print/,309700,SCRATCHED PAINT ONE' PRINT: 코튼 저지 소재의 반소매 티셔츠. 가먼트 다이 염색가공.,레귤러 핏. 리브 조직 네크라인. 가슴 중앙 부분에 Stone Island 로고 프린트. 뒷면에 Stone Island 나침반 로고 디테일의 커다란 ‘Scratched Paint One’ 프린트.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06210140,Jeans,trousers,/ShoppingMall-WEB/images/trousers/Jeans/,497150,밑단 너비 17.0 cm,스타일 정보가 없습니다,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 천을 대고 다림질하십시오."
STON06210142,Stone Island Stellina(P),trousers,/ShoppingMall-WEB/images/trousers/Stone Island Stellina(P)/,562350,STONE ISLAND STELLINA: 수퍼 스트레치 코튼 저지 소재의 조깅 팬츠. 가먼트 다이 염색가공.,"레귤러 핏. 오버록 솔기. 헤링본 코튼 테이프로 마감한 가장자리 및 Stellina 스냅버튼 여밈 디테일의 웰트 포켓. 뒷면 오른쪽, 허리 아래 부분에 Stone Island 별모양 자수 장식. 다리 하단에 평행하게 파이핑 처리한 엘라스틱 밴드. 드로스트링이 내장된 신축성 있는 허리 부분.","88% 면 12% 폴리우레탄","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 기계 건조 또는 옷걸이를 사용하지 마시고 형태를 유지하여 그늘에 뉘어서 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 천을 대고 다림질하십시오."
STON06210133,Silm Fit,trousers,/ShoppingMall-WEB/images/trousers/Silm Fit/,472700,코튼 플리스 소재의 카고 조깅 팬츠. 가먼트 다이 염색가공.,슬림 핏. 웰트 포켓. 뒷면에 히든 스냅버튼 여밈 포켓. 왼쪽 다리에 Stone Island 배지 장식을 가미한 히든 지퍼 여밈 패치 포켓. 외부 드로스트링 디테일의 신축성 있는 허리 부분. 리브 조직으로 마감한 다리 밑단. 지퍼 여밈.,"의류: 100% 면, 의류 내부 디테일: 100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 기계 건조 또는 옷걸이를 사용하지 마시고 형태를 유지하여 그늘에 뉘어서 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오."
STON06210134,'OLD' Treatment(B),trousers,/ShoppingMall-WEB/images/trousers/'OLD' Treatment(B)/,546050,‘OLD’ TREATMENT: 기모 가공 코튼 캔버스 소재의 카고 팬츠. 오래된 듯한 'OLD' 효과를 연출하기 위해 특수 가먼트 다이 염색가공 후 완성된 의상을 페이딩 기법으로 마감하여 약간 낡고 바랜 듯한 입체적인 룩을 선사합니다.,"슬림 핏. 히든 지퍼 여밈 웰트 포켓. 뒷면에 히든 스냅버튼 여밈 포켓. 다리 부분에 플랩과 스냅버튼 여밈의 벨로즈 포켓, 이 중 왼쪽 포켓에 Stone Island 배지 디테일. 보강 처리된 힙 부분. 지퍼와 버튼 여밈.","100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06210135,'OLD' Treatment(Y),trousers,/ShoppingMall-WEB/images/trousers/'OLD' Treatment(Y)/,546050,‘OLD’ TREATMENT: 기모 가공 코튼 캔버스 소재의 카고 팬츠. 오래된 듯한 'OLD' 효과를 연출하기 위해 특수 가먼트 다이 염색가공 후 완성된 의상을 페이딩 기법으로 마감하여 약간 낡고 바랜 듯한 입체적인 룩을 선사합니다.,"슬림 핏. 히든 지퍼 여밈 웰트 포켓. 뒷면에 히든 스냅버튼 여밈 포켓. 다리 부분에 플랩과 스냅버튼 여밈의 벨로즈 포켓, 이 중 왼쪽 포켓에 Stone Island 배지 디테일. 보강 처리된 힙 부분. 지퍼와 버튼 여밈.","100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06210145,Legular Fit Speed,trousers,/ShoppingMall-WEB/images/trousers/Legular Fit Speed/,497150,스트레치 코튼 패러슈트 캔버스 소재의 스피드 팬츠. 가먼트 다이 염색가공.,레귤러 테이퍼드 핏. 옆면의 긴 지퍼 및 상단과 하단의 포켓. 왼쪽 다리 부분에 Stone Island 배지. 신축성 있는 밑단. 드로스트링이 내장된 신축성 있는 허리 부분. 지퍼 여밈.,"97% 면 3% 폴리우레탄","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 천을 대고 다림질하십시오."
STON06210137,Supima Cotton Twill Stretch-tc(P),trousers,/ShoppingMall-WEB/images/trousers/Supima Cotton Twill Stretch-tc(P)/,554200,"SUPIMA® COTTON TWILL STRETCH-TC: 위사에 스트레치사를 사용하여 머서라이즈 가공 Supima® 코튼 원사로 직조한 스트레치 Supima® 코튼 트윌 소재의 카고 팬츠. 미국산 피마 코튼임을 보증하는 Supima®(Superior Pima) 인증. 긴 섬유장, 균일성, 높은 강도를 지닌 최고급 품질을 자랑하는 코튼입니다. 가먼트 다이 염색가공.","레귤러 테이퍼드 핏. 히든 지퍼 여밈 웰트 포켓. 뒷면에 히든 스냅버튼 여밈 포켓. 다리 부분에 히든 스냅버튼 및 플랩 여밈 벨로즈 포켓, 왼쪽 포켓에 Stone Island 배지 디테일. 지퍼와 버튼 여밈.","97% 면 3% 폴리우레탄","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 천을 대고 다림질하십시오."
STON06210138,Supima Cotton Twill Stretch-tc(B),trousers,/ShoppingMall-WEB/images/trousers/Supima Cotton Twill Stretch-tc(B)/,554200,"SUPIMA® COTTON TWILL STRETCH-TC: 위사에 스트레치사를 사용하여 머서라이즈 가공 Supima® 코튼 원사로 직조한 스트레치 Supima® 코튼 트윌 소재의 카고 팬츠. 미국산 피마 코튼임을 보증하는 Supima®(Superior Pima) 인증. 긴 섬유장, 균일성, 높은 강도를 지닌 최고급 품질을 자랑하는 코튼입니다. 가먼트 다이 염색가공.","레귤러 테이퍼드 핏. 히든 지퍼 여밈 웰트 포켓. 뒷면에 히든 스냅버튼 여밈 포켓. 다리 부분에 히든 스냅버튼 및 플랩 여밈 벨로즈 포켓, 왼쪽 포켓에 Stone Island 배지 디테일. 지퍼와 버튼 여밈.","97% 면 3% 폴리우레탄","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 천을 대고 다림질하십시오."
STON06210139,Nylon Metal in EcoNyl Regenrated Nylon,trousers,/ShoppingMall-WEB/images/trousers/Nylon Metal in EcoNyl Regenrated Nylon/,513450,"NYLON METAL IN ECONYL® REGENERATED NYLON: Stone Island에서 개발한 책임 있는 신소재, 이리데슨트 효과의 Nylon Metal 원단으로 제작한 조깅 팬츠. 재생 원사 ECONYL®을 사용하여 새롭게 선보이는 아이코닉 소재의 진화: 소비자가 사용하기 전후의 폐기된 나일론은 복합적인 해중합 공정을 통해 재생되어 화석 원료에서 추출한 나일론과 동일한 특성을 자랑하는 섬유로 재탄생합니다. 원단의 내부를 레진 가공하여 방풍 및 중간 정도의 방수 기능을 지닙니다. 봉제된 의상은 정교한 이중 염색가공을 거칩니다.",레귤러 핏. 테이프로 마감한 가장자리 아래에 지퍼 여밈 세로 포켓. 뒷면에 나일론 테이프로 커버한 가로 지퍼 여밈의 패치 포켓. 나일론 테이프 및 솔기에 사용된 원사는 메탈릭한 느낌을 배제하여 톤온톤 효과를 선사합니다. 왼쪽 다리 부분에 Stone Island 배지. 신축성 있는 밑단. 드로스트링이 내장된 신축성 있는 허리 부분.,"100% 나일론","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 천을 대고 다림질하십시오."
STON06210141,Stone Island Stellina(W),trousers,/ShoppingMall-WEB/images/trousers/Stone Island Stellina(W)/,562350,STONE ISLAND STELLINA: 수퍼 스트레치 코튼 저지 소재의 조깅 팬츠. 가먼트 다이 염색가공.,"레귤러 핏. 오버록 솔기. 헤링본 코튼 테이프로 마감한 가장자리 및 Stellina 스냅버튼 여밈 디테일의 웰트 포켓. 뒷면 오른쪽, 허리 아래 부분에 Stone Island 별모양 자수 장식. 다리 하단에 평행하게 파이핑 처리한 엘라스틱 밴드. 드로스트링이 내장된 신축성 있는 허리 부분.","88% 면 12% 폴리우레탄","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 기계 건조 또는 옷걸이를 사용하지 마시고 형태를 유지하여 그늘에 뉘어서 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 천을 대고 다림질하십시오."
