"ITEM_CODE","ITEM_NAME","ITEM_TYPE","ITEM_ADDR","ITEM_PRICE","ITEM_DETAIL","ITEM_STYLE","ITEM_MADEFOR","ITEM_CLEANING"
STON06200120,Comfort Fit,shirt,/ShoppingMall-WEB/images/shirt/Comfort Fit/,415650,슬러브 코튼 리넨 캔버스 소재의 긴소매 셔츠. 가먼트 다이 염색가공.,컴포트 핏. 버튼다운 칼라. 가슴 부분에 히든 버튼 및 플랩 여밈의 패치 포켓. 포켓 아래에 Stone Island 레터링 모티프의 작은 고무 가공 엠보싱 프린트. 버튼 디테일 커프스. 버튼 여밈.,"68% 면 32% 마","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06200126,'STRIPES TWO' Print,shirt,/ShoppingMall-WEB/images/shirt/'STRIPES TWO' Print/,285250,STRIPES TWO' PRINT: 코튼 저지 소재의 반소매 티셔츠. 가먼트 다이 염색가공.,레귤러 핏. 리브 조직 네크라인. 왼쪽 소매 부분에 Stone Island 나침반 로고를 가미한 ‘Stripe Two’ 모티프 프린트.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06200127,'FISSATO' Treatment(V),shirt,/ShoppingMall-WEB/images/shirt/'FISSATO' Treatment(V)/,285250,‘FISSATO' TREATMENT: 오가닉 코튼 저지 소재의 반소매 티셔츠. 수용성 레진 처리 및 가먼트 다이 공법을 거치는 특수 염색가공 ‘Fissato’로 완성하여 입체적인 효과를 자아냅니다.,레귤러 핏. 리브 조직 네크라인. 가슴 부분에 Stone Island 로고 자수 장식. 뒷목 아랫부분에 안감 처리한 반원 디테일.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 천을 대고 다림질하십시오."
STON06200130,'REFLECTIVE TWO' Print,shirt,/ShoppingMall-WEB/images/shirt/'REFLECTIVE TWO' Print/,244500,REFLECTIVE TWO' PRINT: 코튼 저지 소재의 반소매 티셔츠. 가먼트 다이 염색가공.,레귤러 핏. 리브 조직 네크라인. 가슴 부분에 Stone Island 로고 반사 프린트인 ‘Reflective Two’ 디테일.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06200131,'ARCHIVIO' Print,shirt,/ShoppingMall-WEB/images/shirt/'ARCHIVIO' Print/,309700,"ARCHIVIO' PRINT: 코튼 저지 소재의 반소매 티셔츠. Archivio(아르키비오)는 Stone Island의 텍스타일에 대한 실험과 혁신을 보여주는 프로젝트입니다. 고유의 연구 방법은 40여 년에 걸쳐 패션과 디자인계에서 길잡이와 같은 역할을 해왔습니다. 매 시즌, 하나의 티셔츠를 통해 열정적인 연구로 탄생한 상징적인 소재에 대한 이야기를 전해줍니다. 의상에 부착된 라벨의 투명창에는 원단 샘플이 들어 있습니다.",슬림 핏. 평행 스트라이프 디테일의 테이프로 마감한 리브 조직 네크라인 내부. 가슴 부분에 ARCHIVIO 자수 디테일. 뒷면에 ‘989 봄-여름 컬렉션에서 선보인 아이스 재킷 사진.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06210136,'OLD' Treatment(P),trousers,/ShoppingMall-WEB/images/trousers/'OLD' Treatment(P)/,546050,‘OLD’ TREATMENT: 기모 가공 코튼 캔버스 소재의 카고 팬츠. 오래된 듯한 'OLD' 효과를 연출하기 위해 특수 가먼트 다이 염색가공 후 완성된 의상을 페이딩 기법으로 마감하여 약간 낡고 바랜 듯한 입체적인 룩을 선사합니다.,"슬림 핏. 히든 지퍼 여밈 웰트 포켓. 뒷면에 히든 스냅버튼 여밈 포켓. 다리 부분에 플랩과 스냅버튼 여밈의 벨로즈 포켓, 이 중 왼쪽 포켓에 Stone Island 배지 디테일. 보강 처리된 힙 부분. 지퍼와 버튼 여밈.","100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06210144,Loose Fit Cargo,trousers,/ShoppingMall-WEB/images/trousers/Loose Fit Cargo/,594950,스트레치 코튼 새틴 소재의 카고 팬츠. 가먼트 다이 염색가공.,"레귤러 핏. 웰트 포켓. 뒷면에 히든 스냅버튼 여밈 포켓. 양쪽 다리 부분에 스냅버튼 및 플랩 여밈의 카고 패치 포켓, 이 중 왼쪽 포켓에 Stone Island 배지. 지퍼와 버튼 여밈.","98% 면 2% 폴리우레탄","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 천을 대고 다림질하십시오."
STON06200121,"Recycled Heavy Cotton Jersy, Tinto Terra",shirt,"/ShoppingMall-WEB/images/shirt/Recycled Heavy Cotton Jersy, Tinto Terra/",464550,"60% RECYCLED HEAVY COTTON JERSEY, TINTO TERRA: STONE ISLAND CLOSED LOOP 프로젝트는 자체 생산 체인에서 얻은 코튼 원단 스크랩을 재사용합니다. 생산 공장에서 선별된 스크랩은 재가공되어 최소 50% 이상의 회수 물질을 함유한 새로운 혼합 원사로 재탄생합니다. 이러한 정교한 회수 및 재생 공정을 통해 얻어진 원단은 새로운 의류 제작에 사용됩니다. 폐쇄 루프 공정에서 기인한 재생 헤비 코튼 저지 소재 60%를 함유한 반소매 티셔츠. 완성된 의상은 천연 광물성 염료를 사용한 가먼트 염색 공정을 거쳐 가공된 듯한 효과를 선사합니다.","레귤러 핏. 동일한 원단으로 완성한 네크라인. 가슴 중앙 부분에 Stone Island 로고 프린트. 진동둘레, 소매 가장자리 및 뒷면 요크에 스티치 디테일. 밑단 양옆의 트임 디테일.","100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06200123,'INSTITUTIONAL ONE' Print,shirt,/ShoppingMall-WEB/images/shirt/'INSTITUTIONAL ONE' Print/,260800,INSTITUTIONAL ONE' PRINT: 코튼 저지 소재의 반소매 티셔츠. 가먼트 다이 염색가공.,슬림 핏. 뒷면과 어깨 부분 내부를 테이프로 마감한 리브 조직 네크라인. 이번 시즌을 맞아 Stone Island 나침반 로고를 재해석한 가슴 중앙 부분의 ‘Institutional One’ 프린트 디테일.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06200125,Stone Island Stellina,shirt,/ShoppingMall-WEB/images/shirt/Stone Island Stellina/,301550,STONE ISLAND STELLINA: 머서라이즈 가공한 코튼 저지 소재의 반소매 티셔츠. 가먼트 다이 염색가공.,레귤러 핏. 오버록 스티치 디테일의 리브 조직 네크라인. 오버록 스티치로 마감한 래글런 소매. 넥 왼쪽 부분에 Stone Island 별모양 자수 장식. 오버록 스티치 마감한 소매 부분.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 천을 대고 다림질하십시오."
STON06200128,'FISSATO' Treatment(B),shirt,/ShoppingMall-WEB/images/shirt/'FISSATO' Treatment(B)/,301550,‘FISSATO' TREATMENT: 오가닉 코튼 저지 소재의 반소매 티셔츠. 수용성 레진 처리 및 가먼트 다이 공법을 거치는 특수 염색가공 ‘Fissato’로 완성하여 입체적인 효과를 자아냅니다.,레귤러 핏. 리브 조직 네크라인. 가슴 부분에 Stone Island 로고 자수 장식. 뒷목 아랫부분에 안감 처리한 반원 디테일.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 천을 대고 다림질하십시오."
STON06200132,Stone Island Ghost Piece,shirt,/ShoppingMall-WEB/images/shirt/Stone Island Ghost Piece/,448250,STONE ISLAND GHOST PIECE: 카무플라주 컨셉으로부터 기인한 Ghost 라인 아이템의 전체 디테일은 한 가지 컬러로만 구성됩니다. Stone Island 배지 또한 의상과 동일한 솔리드 컬러로 특수 제작됩니다. 가는 리브 조직으로 마감한 가벼운 오가닉 코튼 소재의 반소매 폴로 셔츠. 가먼트 다이 염색가공.,레귤러 핏. 두 개의 히든 스냅버튼 여밈 디테일의 리브 조직 칼라. 가슴 하단에 Stone Island 레터링 모티프의 작은 톤온톤 프린트 디테일. 로 컷 마감한 소매.,"100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 이 제품은 원단 특성상 다림질을 할 경우에는 고온에서의 다림질과 스팀은 삼가하여 주세요.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 천을 대고 다림질하십시오.; 인쇄 부분에 직접 다림질은 피하십시오."
STON06220153,Lino Nylon Tela-tc(Beltbag)(P),ETC,/ShoppingMall-WEB/images/ETC/Lino Nylon Tela-tc(Beltbag)(P)/,309700,"LINO NYLON TELA-TC: 리넨과 나일론 원사를 정교하게 혼방한 원단인 Lino Nylon Tela-TC 소재의 벨트백. 리넨 특유의 순수함과 우아함은 나일론이 지닌 가벼움 및 기술성과 결합되어 내마모성이 뛰어난 기능적인 원사로 탄생합니다. 완성된 의상은 나일론 단독 또는 코튼-나일론 섬유를 위한 정교한 가먼트 다이 염색 공정을 거치며 나일론 단독 염색의 경우, 직물의 리넨 성분으로 인해 의상이 파스텔 색조를 띄게 됩니다.","앞면에 Stone Island 나침반 로고를 가미한 지퍼 여밈 벨로즈 포켓. 내부에 지퍼 여밈 포켓을 가미한 메인 수납공간, 나일론 테이프로 가장자리를 마감한 상단 지퍼 여밈. 루프를 형성하는 옆면의 나일론 테이프. 뒷면에 Stone Island 레터링 자수를 가미한 나일론 테이프 패치. 내구성을 지닌 Cordura® 원단으로 완성한 하단. 기모 가공 나일론 캔버스 원단으로 안감 처리. 스냅 후크로 고정되는 조절 가능한 나일론 숄더 스트랩.","겉감: 80% 마 20% 나일론, 겉감 2: 100% 나일론, 코팅: 100% 폴리우레탄수지, 이너 레이어: 100% 폴리에스터, 안감 : 100% 나일론","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 제품의 특성상 염료의 탈색이 있는 제품이오니 반드시 다른제품과 구분 후 뒤집어서 단독 세탁해 주십시오.; 물에 오랫동안 방치하지 마십시오.; 중성 세제를 사용하십시오.; 세탁 전에 탈부착식 부자재를 분리하십시오.; 세제를 직접 의류에 사용하지 마십시오.; 비틀거나 짜지 마십시오."
STON06220155,Stone Island Marina,ETC,/ShoppingMall-WEB/images/ETC/Stone Island Marina/,594950,STONE ISLAND MARINA: 이중 연사 코튼 캔버스 소재의 라지 토트백.,"한쪽 면에 세 개의 포켓, 그 중 두 개는 스냅버튼 여밈. 백을 보강하는 동시에 핸들을 형성하는 두 개의 견고한 평행 코튼 테이프. 백 구조화 작업 후 포켓 옆면과 보강 테이프에 가미된 커다란 Stone Island Marina 레터링 프린트. 핸들 역할을 하는 입구 주변의 두 번째 보강 테이프. 백을 닫기 위한 지퍼 여밈의 블랙 나일론 인서트. 내부에 두 개의 포켓 수납공간.","겉감: 100% 면, 안감: 100% 폴리에스터, 코팅: 100% 폴리우레탄수지","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 단독 세탁 하십시오.; 뒤집어서 세탁하십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오."
STON06220156,Stone Island Stellina,ETC,/ShoppingMall-WEB/images/ETC/Stone Island Stellina/,228200,STONE ISLAND STELLINA: 84% 재생 투웨이 스트레치 나일론 캔버스 소재의 기능성 모자. 내부 안감을 생략하여 최상의 가벼움과 신축성을 제공하는 디자인.,고정된 바이저. 활동적인 스포츠에서 착안한 디자인의 크라운. 왼쪽에 Stone Island 별모양 자수 장식. 내부의 커버된 솔기. 뒷면에 클립으로 조절 가능한 엘라스틱 밴드.,"의류: 84% 나일론 16% 폴리우레탄, 코팅: 100% 폴리우레탄수지","세탁시 저온에서 손세탁 하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 단독 세탁 하십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오."
STON06220157,Light Soft Shell-R_E.Dye Technology in Recycled Polyester,ETC,/ShoppingMall-WEB/images/ETC/Light Soft Shell-R_E.Dye Technology in Recycled Polyester/,228200,"LIGHT SOFT SHELL-R_e.dye® TECHNOLOGY IN RECYCLED POLYESTER: 8000MM 수주 저항을 지닌 3레이어 기능성 재생 소재인 Light Soft Shell-R e.dye® Technology로 제작한 6패널 캡모자. 겉면의 스트레치 폴리에스테르 캔버스 소재는 공정에 사용되는 물 85%, 화학물질 90%를 감소하는 혁신적인 침윤 염색 기법 e.dye® Waterless Color System™으로 가공한 원사로 직조되었습니다. 통기성, 방수 및 방풍 기능을 지닌 멤브레인으로 내부면을 코팅한 원단은 텍스처드 폴리에스테르 저지 소재를 덧대어 완성됩니다.",앞면 왼쪽에 Stone Island 나침반 자수 로고. 엘라스틱 드로스트링으로 조절 가능.,"의류: 아우터 레이어: 92% 폴리에스터 8% 폴리우레탄, 멤브레인: 100% 폴리우레탄수지, 이너 레이어: 100% 폴리에스터, 앞면 안감: 100% 면","세탁시 저온에서 손세탁 하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 단독 세탁 하십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 건조시 자연건조하십시오."
STON06220158,Nylon Metal in Econyl Regenerated nylon(Buckethat)(V),ETC,/ShoppingMall-WEB/images/ETC/Nylon Metal in Econyl Regenerated nylon(Buckethat)(V)/,244500,NYLON METAL IN ECONYL® REGENERATED NYLON: 이리데슨트 효과의 Nylon Metal 원단으로 제작한 버킷햇. 재생 원사 ECONYL®을 사용하여 새롭게 선보이는 아이코닉 소재의 진화: 소비자가 사용하기 전후의 폐기된 나일론은 복합적인 해중합 공정을 통해 재생되어 화석 원료에서 추출한 나일론과 동일한 특성을 자랑하는 섬유로 재탄생합니다. 폴리에스테르 소재로 얇게 패딩 가공.,크라운 부분의 Stone Island 나침반 로고. 코튼 트윌 소재로 가장자리를 마감한 내부 밴드. 블랙 색상의 폴리에스테르 메쉬 소재로 안감 처리.,"겉감: 100% 나일론, 안감 : 100% 폴리에스터","세탁시 저온에서 손세탁 하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 단독 세탁 하십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오.; 건조시 자연건조하십시오."
STON06220160,Bucket Hat(W),ETC,/ShoppingMall-WEB/images/ETC/Bucket Hat(W)/,211900,코튼 렙스 소재의 버킷햇.,크라운 부분에 엠보싱 가공한 Stone Island 나침반 로고 자수 장식. 가장자리를 코튼 트윌 소재로 마감한 내부 밴드. 블랙 색상의 코튼 소재로 안감 처리.,"겉감: 100% 면, 안감: 100% 면","세탁시 저온에서 손세탁 하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 단독 세탁 하십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오."
STON06220161,Bucket Hat(B),ETC,/ShoppingMall-WEB/images/ETC/Bucket Hat(B)/,211900,코튼 렙스 소재의 버킷햇.,크라운 부분에 엠보싱 가공한 Stone Island 나침반 로고 자수 장식. 가장자리를 코튼 트윌 소재로 마감한 내부 밴드. 블랙 색상의 코튼 소재로 안감 처리.,"겉감: 100% 면, 안감: 100% 면","세탁시 저온에서 손세탁 하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 단독 세탁 하십시오.; 중성 세제를 사용하십시오.; 비틀거나 짜지 마십시오."
STON06220163,Beach Towel(O),ETC,/ShoppingMall-WEB/images/ETC/Beach Towel(O)/,317850,코튼 테리 소재의 비치 타월.,"한쪽 끝부분에 커다란 Stone Island 자수 및 우븐 로고, 다른 한쪽 끝부분에 커다란 Stone Island 우븐 로고.","100% 면","세탁시 세탁표시를 반드시 확인하십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 저온으로 기계 건조가 가능합니다.; ; 드라이클리닝 할 수 없습니다.; 건조시 옷걸이에 걸어서 그늘에 건조하십시오.; 단독 세탁 하십시오."
STON06220164,Belt,ETC,/ShoppingMall-WEB/images/ETC/Belt/,244500,헤비 나일론 테이프 소재의 벨트.,Stone Island 나침반 로고를 양각으로 새긴 무광택 에나멜 가공 메탈 소재의 링 버클.,"벨트: 97% 폴리에스터 3% 나일론, 버클: 자마, 토캡: 아이론","물세탁은 삼가하여 주십시오.; 염소, 산소계 표백제 사용을 삼가하여 주십시오.; 건조시 기계 건조를 삼가하여 주십시오.; 드라이클리닝은 삼가하여 주십시오.; 드라이클리닝 할 수 없습니다.; 젖은 천으로 청소하십시오."
